ID	DOCULECT	CONCEPT	COUNTERPART
123317	baimak	trunk	mu:
120082	baimak	us-two	-tu-
126800	baimak	always	kaitkait
121637	baimak	shadow	torotoro-
123162	baimak	tree	as
121670	baimak	name	wani-
127733	baimak	to-carry	au-
119990	baimak	your-pl	-nak
127923	baimak	to-split	otʌrɛ-
120111	baimak	you-dual	ʌti (?)
128788	baimak	to-tie	dide
121701	baimak	vulva	bia-
127296	baimak	to-fly	phiriretu
119028	baimak	boy	na haun
123859	baimak	moon	ala
121731	baimak	bird	ay
123193	baimak	fruit	aug
119641	baimak	your-sg	-(u)n
128285	baimak	to-eat	da-
120172	baimak	you-pl-dual-o2p	-vatu-
124247	baimak	sun	am
121761	baimak	wing	alu
125420	baimak	empty	nubiti
121792	baimak	tail	biti
122983	baimak	yam	murak
121821	baimak	tail	biti
126191	baimak	daybreak	abiride
120215	baimak	head	ilo-
122579	baimak	ground-possum	ganim
119798	baimak	his	-f
124046	baimak	sky	ʌːb
121848	baimak	egg	musau
126443	baimak	day-after-tomorrow	raiːr̃
119060	baimak	girl	ait haun
123503	baimak	bean	fuay
121879	baimak	cassowary	iwal
126737	baimak	yes	o
120246	baimak	brains	mukifu
127330	baimak	to-jump	pitole
121909	baimak	chicken-tame	maːtu
125673	baimak	new	yolmay
120276	baimak	face-forehead	ura(r)-
127019	baimak	cough	etare-
121949	baimak	chicken-wild	malabep
127632	baimak	to-bathe	lɛ la-
121981	baimak	dog	pay
123346	baimak	root	si:k
119497	baimak	my	-0̸
124687	baimak	comb	agʌr
118641	baimak	negation-marker	-iki
124470	baimak	arrow-pronged	igir
120305	baimak	ear	tafu-
125927	baimak	work-n	pɛra-
122010	baimak	tail	fof(u)
125175	baimak	big	mɛ:u
118642	baimak	negation-marker	-ak
127952	baimak	tears	kakarɛ-
119101	baimak	father	memu-
128318	baimak	to-fight	atu-
122039	baimak	male	kav
122733	baimak	lime	su
122069	baimak	female	ʌnak
124929	baimak	net-bag	lo
120334	baimak	eye	ʌmu-
128613	baimak	to-put	mu-
122100	baimak	fly-sp	pʌfudow
128817	baimak	to-call-out	ve-
122101	baimak	fly-sp	upɛpey
127666	baimak	to-wash	le la
120365	baimak	mouth	ou-
126769	baimak	no-not	pi
122135	baimak	fish	marik
129051	baimak	afraid	iomɛ-
122421	baimak	frog	ok
122610	baimak	butterfly	babarit
122455	baimak	rat	okumar
123702	baimak	smoke	au
122484	baimak	snake	mat
123014	baimak	tobacco	kas
122166	baimak	crayfish	amis
127983	baimak	to-cut	ako-
120396	baimak	nose	no-
126477	baimak	afterwards	daːri
122195	baimak	louse	mi
126223	baimak	afternoon	dɛːiv
119246	baimak	their	-nak
128348	baimak	to-kill	be-
119149	baimak	mother	ana-
125955	baimak	to-be-hungry	enug ru-
119150	baimak	mother	aw
125451	baimak	hot	durinou
118672	baimak	possessive-marker	pi-
128349	baimak	to-kill	tug ako-
122234	baimak	mosquito	imʌr
127048	baimak	to-die	naume-
120425	baimak	tongue	perina-
125707	baimak	old	sir
122265	baimak	pig	fo
127359	baimak	to-swell	ifutu-
122296	baimak	meat	ufun
124503	baimak	spear-n	tuti
122297	baimak	meat	un
125206	baimak	small	naːg
120458	baimak	saliva	sʌ:ri
122857	baimak	sugar	sa
122515	baimak	wallaby	sugur
124279	baimak	village	oup
122325	baimak	fat	munaw
124717	baimak	skirt	siram
119991	baimak	your-pl	-agat
124278	baimak	village	ʌ:p
119181	baimak	them	-vatu-
123897	baimak	mountain	atʰu
122357	baimak	crocodile	wagay
124088	baimak	cloud	ʌ:b
120490	baimak	tooth	au-
124959	baimak	loincloth	loto
122389	baimak	flying-fox	baidu
128014	baimak	to-chop	ako-
120521	baimak	chin	aka-
123533	baimak	vine	muri
118699	baimak	all	unun
125766	baimak	sharp	a:g
119212	baimak	they	(akuhun)
124747	baimak	g-string	bam
120552	baimak	neck	oran
127081	baimak	to-come	vi-
119799	baimak	his	-Vk
123073	baimak	coconut-palm	isu
119267	baimak	sibling-same-sex-older	reipa-
128730	baimak	to-take	au-
120582	baimak	throat	oran dodol
129081	baimak	to-be-sick	ver be
120612	baimak	nape	du-
125576	baimak	short	pahu
119496	baimak	my	-i
128847	baimak	to-cry	ba-
120143	baimak	your-pl-dual	-ar
126352	baimak	day-before-yesterday	ɛrɛn
119295	baimak	sibling-same-sex-older	apay
128379	baimak	to-throw	tare-
118727	baimak	lightning	amur le-
125988	baimak	this	ɛhɛ
120649	baimak	back	kokoto
127389	baimak	to-vomit	pʰai-
120650	baimak	back	fofolo-
126513	baimak	here	ɛna
125484	baimak	cold	aipɛtɛ
128046	baimak	fell-tree	o-
126257	baimak	night	kakatu
126258	baimak	night	abuide
126832	baimak	to-be	ta-
123044	baimak	sago	amau
123380	baimak	short-piece-wood	tutu
125243	baimak	black	gugur
124983	baimak	basket	kʌm
127114	baimak	go	uku-
123737	baimak	garden	p rau
128407	baimak	to-shoot	bɛ-
128877	baimak	to-laugh	imɛ-
127704	baimak	to-bite	ɛma-
124314	baimak	forest	tufa
124537	baimak	fish-spear	fan
128701	baimak	to-swallow	dav no-
124117	baimak	fog	fud
123222	baimak	sap	titifu
123565	baimak	tanket	pafu
125543	baimak	long	wara
127144	baimak	to-go-up	tɛ-
126549	baimak	there	onaiga
129112	baimak	arrow-barred	fasin
128076	baimak	to-bury	itu-
125513	baimak	heavy	uːnou
123929	baimak	path	i:m
127432	baimak	to-give	rɛ-
124776	baimak	drum	a:iv
128641	baimak	to-scratch	pakarɛ-
128438	baimak	to-do-make	ura-
122892	baimak	taro	ma
125273	baimak	red	momokau
126290	baimak	now	kɛ
126320	baimak	yesterday	tʰu
123223	baimak	sap	gin
126867	baimak	to-sleep	unug-
122641	baimak	banana	mu:g
127767	baimak	to-carry	iro-
128901	baimak	to-dance	parɛi ira-
128672	baimak	to-smell	afa mu-
125012	baimak	one	oiraf
125542	baimak	long	durug
125083	baimak	good	ioyma
125737	baimak	ripe	piu
124568	baimak	axe	sadut
126578	baimak	in	dʌːuru
128931	baimak	singsing	parɛi vɛtu-
128964	baimak	to-turn	balisɛtu-
128993	baimak	to-think	tatumɛ-
129022	baimak	dream	wapire
123259	baimak	stump	guru
129141	baimak	arrow-hooked	awa makor
123410	baimak	cane	i:r
127174	baimak	to-go-down	no-
123960	baimak	sea	maːs
124347	baimak	water	de
123595	baimak	fire	aim
124806	baimak	drum	mɛp
125575	baimak	short	kofi
125305	baimak	white	piːu
127466	baimak	to-talk	rɛr mɛ-
126072	baimak	what	vɛʔɛ
125042	baimak	two	a:rit
123253	baimak	stump	tebin
128132	baimak	to-buy-sell-barter	itat mu-
127798	baimak	to-blow	fuetu
122922	baimak	singapore-taro	raima
126897	baimak	to-sit	pafutɛ-
123102	baimak	coconut	maup
128162	baimak	to-roast	mayɛ-
122671	baimak	betelnut	ɛp
127203	baimak	to-run	kura-
126609	baimak	near	tʰunamu
128496	baimak	to-hold	atu
126610	baimak	near	ɛwo
125829	baimak	crooked	oforɛo
128103	baimak	to-plant	efu
124376	baimak	rain	gu
125828	baimak	crooked	ɛpiɛp
124598	baimak	axe-iron	sapɔl
123622	baimak	firelight	ɛmaup
127496	baimak	to-talk	a-
128467	baimak	to-sharpen	mete
126043	baimak	who	ven
124180	baimak	stone	men
123798	baimak	ground	mon
119463	bau	my	-i
123454	bau	bamboo	ɛt
119310	bau	sibling-same-sex-younger	oti- naʔʌk
125342	bau	cooked	i-
120664	bau	buttocks	piʔoto
125025	bau	two	eris
118740	bau	to-look	mɛgʌt-
124640	bau	bowstring	ol
120125	bau	your-pl-dual	-ara
124611	bau	bow	pari
120694	bau	arm	ebe-
125840	bau	wet	le huʔai
119345	bau	sibling-opposite-sex-older	ɛpina- matu
124731	bau	g-string	pam
120728	bau	elbow	huʔur
124196	bau	star	surufay
120760	bau	shoulder	kapara-
124389	bau	wind	papan
119373	bau	sibling-opposite-sex-older	epina
127842	bau	to-break	bet-
120791	bau	armpit	giʔa-
124850	bau	plate	vɛs
120820	bau	left-arm	hanene
123116	bau	coconut	wʌ
118769	bau	they-dual	hoa-rɛ
125592	bau	many	matiʔa
119393	bau	sibling-opposite-sex-younger	ɛpi(na)- naʔʌk
124195	bau	star	marapɛ
120849	bau	right-arm	murifɛ
123812	bau	house	do
119972	bau	your-pl	-a(ka)
127216	bau	to-walk	ob-
119423	bau	i	isa
122684	bau	betelpepper	ohul
120879	bau	thumb	mamag
128915	bau	singsing	sɛk sir-
120908	bau	fingernail	si
127875	bau	to-dig	huʔ-
119883	bau	our	-ikɛ
123643	bau	ashes	aw
118828	bau	them-dual	-ar-
128539	bau	to-pull	ditʰɛ-
120938	bau	leg	rai
122937	bau	yam	marak
119514	bau	me	-it-
128744	bau	to-fasten	rɛr-
120970	bau	thigh	tuʔulu
126940	bau	yellow	lʌnʔa
121001	bau	calf	use-
128210	bau	to-burn	nam-
121002	bau	calf	matefu-
127874	bau	to-dig	fɛru-
122564	bau	ground-possum	ukanim
127543	bau	to-see	of-
119545	bau	you-o2s	-is-
127542	bau	to-see	mɛhi-
121033	bau	knee	katira-
124002	bau	sand	i:kis
118858	bau	thunder	pɛři pɛ-
123644	bau	ashes	alaba
121060	bau	belly	vavi-
125098	bau	bad	muʔpɛ
119578	bau	you	ina
123237	bau	stump	um
121092	bau	guts	vov-
123645	bau	ashes	oris
121123	bau	breast	huː
126657	bau	quickly	haʔio
119658	bau	him-her-it	-ut-
125374	bau	full	arɛpɛ-
121153	bau	chest	muku-
127246	bau	to-fall	fut-
118797	bau	their-dual	-ara
125872	bau	dry	sahawa
119228	bau	their	-a(ka)
125622	bau	few	kanif
121184	bau	navel	hiri-
123301	bau	trunk	um
121214	bau	blood	roka-
126397	bau	tomorrow	ubota
118888	bau	man	dana
124881	bau	pan	awʌl
119698	bau	he-she	uqa
124882	bau	pan	fal
119700	bau	he-she	ugba
128239	bau	to-fill	wet-
119699	bau	he-she	uʔpa
124420	bau	arrow	sifol
121245	bau	vein	sirima-
126147	bau	morning	etʰow
119754	bau	his	-0̸
128772	bau	to-tie	dite
121273	bau	liver	kema-
126687	bau	slow	ɛpita
118918	bau	woman	ait
126971	bau	to-stand	ay-
119820	bau	us	-ik-
125128	bau	dirty	kɛkɛhin
121300	bau	lungs	uru-
122717	bau	lime	au
121328	bau	heart	uru-
123842	bau	moon	raker
120034	bau	our-dual	-irɛ
127582	bau	to-hear	to
121351	bau	bone	fehili-
126176	bau	daybreak	ohʌka
119853	bau	we	i-ke
127906	bau	to-split	pasir-
119612	bau	your-sg	-0̸
129006	bau	dream	bepel
122593	bau	butterfly	paparit
127281	bau	to-fly	har̃ur̃e
121386	bau	skin	kanau-
128568	bau	to-push	sunde-
119613	bau	your-sg	-(i)n
126427	bau	day-after-tomorrow	ɛlɔta
118949	bau	old	toya
122967	bau	yam	ʔo:
119913	bau	you-pl-o2p	-at-
128268	bau	to-eat	le-
121427	bau	to-sweat	muhur
124671	bau	comb	sakaf
121457	bau	sore-wound	zo-
124230	bau	sun	ʌm
119942	bau	you-pl	a-ke
125403	bau	empty	kaulpil-
121491	bau	hair	paki
123146	bau	tree	nʌ
118980	bau	child	mɛr
125650	bau	new	bilde
120005	bau	we-dual	i-rɛ
125188	bau	small	naʔʌk
121556	bau	urine	yafe
127646	bau	to-wash	wa ro-
121589	bau	penis	ele-
126720	bau	yes	ʌ
121590	bau	penis	pamik
125908	bau	work-n	ɛf-
120065	bau	us-two	-ir-
124450	bau	arrow-pronged	ikil
121621	bau	shadow	ahu-
125907	bau	work-n	api-
121527	bau	faeces	pi
123488	bau	bean	mumari
119012	bau	boy	mɛr haun
123330	bau	root	fɛfɛ
120095	bau	you-dual	a-rɛ
125158	bau	big	be:n
121653	bau	name	leni-
124913	bau	net-bag	ro:r
120156	bau	you-pl-dual-o2p	-ar-
128596	bau	to-put	mɛ-
121714	bau	bird	hai
127002	bau	cough	ɛtarɛ-
121715	bau	bird	man
127936	bau	tears	pasir-
121744	bau	wing	haruk
127615	bau	to-bathe	wa ro-
119041	bau	girl	ait haun
128299	bau	to-fight	fʌn me-
120189	bau	head	kati-
128977	bau	to-think	istɛ-
121774	bau	tail	piti
123686	bau	smoke	ahu
120190	bau	head	hirou-
127032	bau	to-die	armɛ-
121806	bau	tail	piti
127312	bau	to-jump	bitɔr
119751	bau	his	-f
128801	bau	to-call-out	utʰay-
118620	bau	negation-marker	-ow
129035	bau	afraid	umuni-
121831	bau	egg	musa
123876	bau	mountain	ɛfok
122625	bau	banana	i:t
124063	bau	cloud	tain
120230	bau	brains	iloufu-
126207	bau	afternoon	lɛhiu
121862	bau	cassowary	ehir
122998	bau	tobacco	kʌs
121893	bau	chicken-tame	matu
126752	bau	no-not	ʔpe
120259	bau	face-forehead	ora-
125433	bau	hot	tainʔa
120260	bau	face-forehead	i-
126458	bau	afterwards	ɛsi tuhoil
119079	bau	father	meme-
122841	bau	sugar	sʌ
121930	bau	chicken-wild	baʔyo
124062	bau	cloud	haᵬ
121931	bau	chicken-wild	nʌ
123878	bau	mountain	ʌtu
121685	bau	vulva	mina-
123877	bau	mountain	fohiɛn
120289	bau	ear	tahi-
125686	bau	old	wɛrotɛ
121994	bau	tail	fohuk
127966	bau	to-cut	ak-
119752	bau	his	-n
125940	bau	to-be-hungry	wen-
122023	bau	male	dana
124260	bau	village	maso
120318	bau	eye	am
124486	bau	spear-n	fan
122053	bau	female	aik
124700	bau	skirt	hʌːk
121965	bau	dog	pai
128332	bau	to-kill	be-
120347	bau	mouth	o-
124942	bau	loincloth	loto
122116	bau	fish	tɔ:l
127343	bau	to-swell	tʰaʔu-
118653	bau	possessive-marker	pɛ-
123516	bau	vine	maʔar
119126	bau	mother	ani-
123177	bau	fruit	i:
119127	bau	mother	au
128831	bau	to-cry	par-
122082	bau	fly-sp	pahur
127996	bau	to-chop	ak-
122439	bau	rat	koʔi
128363	bau	to-throw	dahur-
122468	bau	snake	man
123716	bau	garden	abi
120377	bau	nose	mete-
123028	bau	sago	ama:
122499	bau	wallaby	utamɛ
126783	bau	always	kaitkait
122530	bau	tree-possum	damay
129064	bau	to-be-sick	sʌk pɛ-
122150	bau	crayfish	ʔohu
126492	bau	here	hɛg
122179	bau	louse	mi
127062	bau	to-come	fah-
122210	bau	mosquito	ʔihimar
125970	bau	this	hɛba
122655	bau	betelnut	ɛp
125721	bau	ripe	piu
120409	bau	tongue	peria-
126239	bau	night	kakatuʔey
119753	bau	his	-u
127717	bau	to-carry	eh-
122249	bau	pig	fo
122746	bau	kunai	inam
119165	bau	them	-at-
123362	bau	short-piece-wood	siʔʌk
120441	bau	saliva	sahara-
125226	bau	black	olisʔai
122280	bau	meat	ufun
125466	bau	cold	aipɛ
120442	bau	saliva	oʔosa-
125225	bau	black	utu
122310	bau	fat	munahu-
127373	bau	to-vomit	furat-
118684	bau	all	uniʔa
127509	bau	to-watch	mɛhi-
122338	bau	crocodile	vʌke
126626	bau	far	a?anʌm
120473	bau	tooth	ai-
123206	bau	sap	kin
122372	bau	flying-fox	mereh
128028	bau	fell-tree	o-
122373	bau	flying-fox	sosob
124294	bau	forest	pasiᵬ
119194	bau	they	hoa-ke
128145	bau	to-roast	nam-
120504	bau	chin	hipe-
128029	bau	fell-tree	bɛt-
122402	bau	frog	ɔk
124968	bau	basket	gam
119755	bau	his	-(V)k
123394	bau	cane	si
120536	bau	neck	pe- tur
122871	bau	taro	ma
119257	bau	sibling-same-sex-older	oti- matu
123545	bau	tanket	paf
120565	bau	throat	totɔr
124520	bau	fish-spear	fan
120566	bau	throat	pɛ
127096	bau	go	nu
118711	bau	lightning	peɾi fiay-
124101	bau	fog	fu:d
120594	bau	nape	tu-
127747	bau	to-carry	kutʰa-
119276	bau	sibling-same-sex-older	apa-
126815	bau	to-be	ni
120629	bau	back	kokoto-
127097	bau	go	va-
126816	bau	to-be	pir-
129093	bau	arrow-barred	usip
128861	bau	to-laugh	ahʌlɛ-
125257	bau	red	rokʔai
126000	bau	that	ho
125497	bau	heavy	ulume:n
126528	bau	there	hokono
126527	bau	there	hoʔa
128060	bau	to-bury	rɛr-
124760	bau	drum	ahiu
124996	bau	one	osah
126274	bau	now	ʔpʌr
126273	bau	now	pil
123913	bau	path	hi
126850	bau	to-sleep	ni (be)
127128	bau	to-go-up	tɛ-
127682	bau	to-bite	iʔ-
128420	bau	to-do-make	ot-
128655	bau	to-smell	uhuli me-
128117	bau	to-buy-sell-barter	idat mɛ-
123751	bau	fence	ge:r
124550	bau	axe	safor
126851	bau	to-sleep	huni-
128890	bau	to-dance	sɛk tuʔ-
124131	bau	salt	hi
127683	bau	to-bite	kal-
123057	bau	coconut-palm	ʌsur
125750	bau	sharp	aʔiʔa
126562	bau	in	famʌn
126304	bau	yesterday	um
125781	bau	straight	tutuh
129126	bau	arrow-hooked	mʌkor
127448	bau	to-talk	lɛ mʌt-
123579	bau	fire	rai
123944	bau	sea	maʔas
125526	bau	long	ʔɛʔɛra
128451	bau	to-sharpen	metʰ
124330	bau	water	wʌ
126027	bau	who	i:n
124790	bau	drum	mɛb
124789	bau	drum	giram
125288	bau	white	yʌlsi
125287	bau	white	sɛnɛnɛ
126880	bau	to-sit	pir-
127157	bau	to-go-down	no-
126366	bau	before	velow
126118	bau	how-many	kʌni
128089	bau	to-plant	ef
128626	bau	to-scratch	nahintiʔ-
128685	bau	to-swallow	no-
128714	bau	to-take	o-
127781	bau	to-blow	fute
126656	bau	quickly	painbɛ
126056	bau	what	ɛlʔai
124581	bau	axe-iron	sapol
123086	bau	coconut	mɛʔɛk
122776	bau	pandanus	moʔi
126592	bau	near	utuban
123781	bau	ground	mir
127480	bau	to-talk	ma(t)-
125318	bau	green	atʔiba
126593	bau	near	onaʔbɛ
123423	bau	stick	su
125811	bau	crooked	okɔke
123973	bau	shore	asab
125559	bau	short	kofi
124360	bau	rain	wʌ
122907	bau	singapore-taro	pʌʔo
124163	bau	stone	men
125558	bau	short	tutu
128946	bau	to-turn	falit-
123270	bau	tree-top	kʌti koʔ n
127811	bau	to-blow	fute
124821	bau	knife	pasin
126336	bau	day-before-yesterday	haun
128480	bau	to-hold	fal-
125057	bau	good	muʔpahin
127187	bau	to-run	guʔur-
123608	bau	firelight	iɛʔ
123269	bau	tree-top	koʔin
126910	bau	to-stand	-taw-
128176	bau	to-boil	ihil-
128509	bau	to-pour-out	ɛsaw-
126087	bau	where	hag
122612	gal	butterfly	babrit
125086	gal	good	nuŋ
118729	gal	lightning	ampir au
126135	gal	how-many	gʌne
120683	gal	buttocks	bigigo
127831	gal	to-blow	omotɛ-
119333	gal	sibling-same-sex-younger	le(i)- nʌna
126354	gal	day-before-yesterday	um
120715	gal	arm	ewiu-
125578	gal	short	tutu
119249	gal	their	-Vl
124841	gal	knife	yap
120747	gal	elbow	sikini-
128732	gal	to-take	au-
118758	gal	to-look	mari-
126105	gal	where	ʌre
119365	gal	sibling-opposite-sex-older	awi- inʌn
127528	gal	to-watch	hoge-
120780	gal	shoulder	gugu-
126929	gal	to-stand	irek
122553	gal	tree-possum	damai
128198	gal	to-boil	momɛ-
119381	gal	sibling-opposite-sex-older	awi-
123769	gal	fence	ʌr
120809	gal	armpit	gibdi-
128528	gal	to-pour-out	ɛsirɛ-
120838	gal	left-arm	nanes
127862	gal	to-break	pete-
119411	gal	sibling-opposite-sex-younger	awi- nʌna
125361	gal	cooked	ou-
120869	gal	right-arm	nuipa
125087	gal	good	fau
118786	gal	they-dual	bɛ arit
126645	gal	far	arog
120897	gal	thumb	ma
123441	gal	stick	tut
119441	gal	i	sa
128966	gal	to-turn	ɛurɛ-
120926	gal	fingernail	fɛrɛ
124629	gal	bow	lein
119500	gal	my	-l
122801	gal	pandanus	orsai
120957	gal	leg	fau-
125859	gal	wet	lɛh itu
119993	gal	your-pl	-Vl
126385	gal	before	aun
119532	gal	me	-r-
127234	gal	to-walk	lar̃-
120989	gal	thigh	powa-
123290	gal	tree-top	gok
119902	gal	our	-ilɛg
124408	gal	wind	wet
118846	gal	them-dual	-nt-
128761	gal	to-fasten	pag-
120054	gal	our-dual	-ilɛt
122955	gal	yam	murak
121021	gal	calf	usi-
123830	gal	house	law
119567	gal	you-o2s	-s-
126959	gal	yellow	lʌːnɛnɛ
121079	gal	belly	o-
126675	gal	quickly	pʌsa
121111	gal	guts	bi-
128227	gal	to-burn	mayɛ-
119596	gal	you	na
124020	gal	sand	ɛsi
118876	gal	thunder	sagʌr pɛ-
123135	gal	coconut	lɛhu
121143	gal	breast	au-
127567	gal	to-see	ar(ɛ)-
118816	gal	their-dual	-ar
128995	gal	to-think	is ɛr-
119676	gal	him-her-it	-r-
128557	gal	to-pull	ɛrɛ-
121172	gal	chest	ɛwo-
127894	gal	to-dig	ari-
121203	gal	navel	iri-
124217	gal	star	fai
118906	gal	man	sin
125117	gal	bad	nʌu
121233	gal	blood	ti
124658	gal	bowstring	or̃
122581	gal	ground-possum	ganim
126165	gal	morning	wʌra
119722	gal	he-she	nug
125639	gal	few	lau
121263	gal	vein	simirig
126415	gal	tomorrow	lair
119804	gal	his	-0̸
125393	gal	full	am bɛ-
119994	gal	your-pl	-gar
128257	gal	to-fill	vete-
121290	gal	liver	gami-
127269	gal	to-fall	agi-
121318	gal	lungs	uri-
125892	gal	dry	mɛ:g
119840	gal	us	-g-
124438	gal	arrow	awa
118936	gal	woman	ai~r
123674	gal	ashes	orag
121369	gal	bone	epe-
123475	gal	bamboo	ʔɛh
119871	gal	we	ig
127603	gal	to-hear	do
121413	gal	skin	gari-
126705	gal	slow	pisa
121414	gal	skin	feri-
123319	gal	trunk	umu
121445	gal	to-sweat	saisaʰ
123673	gal	ashes	isur
119931	gal	you-pl-o2p	-nd-
124901	gal	pan	hina
119250	gal	their	-gar
126989	gal	to-stand	ai-
118967	gal	old	sigam
125146	gal	dirty	dursi
121476	gal	sore-wound	i-
127925	gal	to-split	pasirɛ-
121477	gal	sore-wound	yɛ-
122830	gal	sweet-potato	kaukau
119960	gal	you-pl	ʌg
128585	gal	to-push	ɛni-
121512	gal	hair	ali
128287	gal	to-eat	la-
121513	gal	hair	urug
128790	gal	to-tie	tate
121575	gal	urine	seserem
126193	gal	daybreak	abirɛi
120023	gal	we-dual	i:
127298	gal	to-fly	buer-
122423	gal	frog	ɔ:g
123862	gal	moon	kalam
121609	gal	penis	se-
126446	gal	day-after-tomorrow	ir
122457	gal	rat	goi
124048	gal	sky	ʌb
121543	gal	faeces	bi
122985	gal	yam	au
118998	gal	child	sɛrɛ
129024	gal	dream	tul ne-
120084	gal	us-two	-t-
125422	gal	empty	tanag
121639	gal	shadow	dori-
124931	gal	net-bag	lɔ
121672	gal	name	wani-
124249	gal	sun	am
119644	gal	your-sg	-t
123164	gal	tree	ʌs
122137	gal	fish	silab
127021	gal	cough	deur-
121703	gal	vulva	fu-
126739	gal	yes	aː
119643	gal	your-sg	-Vn
126740	gal	yes	oː
121733	gal	bird	ai
125675	gal	new	fau
119030	gal	boy	sɛrɛ fau
124472	gal	arrow-pronged	hagur
121763	gal	wing	ãru
128320	gal	to-fight	aru-
120174	gal	you-pl-dual-o2p	-nt-
127634	gal	to-bathe	lɛ lahow(ɛ)-
121794	gal	tail	foh
123506	gal	bean	bir̃ur̃
120218	gal	head	muge-
125177	gal	big	inʌn
121850	gal	egg	owa
124689	gal	comb	agar
119062	gal	girl	air fau
123505	gal	bean	foay
121881	gal	cassowary	iwař
125929	gal	work-n	pair au-
120248	gal	brains	luw
127954	gal	tears	pasire-
121911	gal	chicken-tame	ɔkoma
128615	gal	to-put	ma-
120113	gal	you-dual	ɛv
125957	gal	to-be-hungry	enug pe-
120278	gal	face-forehead	uru-
123348	gal	root	simrig
121983	gal	dog	pai
127332	gal	to-jump	pitie
120307	gal	ear	dahu-
123704	gal	smoke	auh
122012	gal	tail	foh
128820	gal	to-call-out	wɛ-
119104	gal	father	memu-
128352	gal	to-kill	pe-
122041	gal	male	gah
127985	gal	to-cut	ogɛ-
121952	gal	chicken-wild	nʌ
125710	gal	old	alʌg
122071	gal	female	anag
126480	gal	afterwards	sumur
122103	gal	fly-sp	layilag
126772	gal	no-not	itu
120336	gal	eye	amu-
129053	gal	afraid	farɛ-
122643	gal	banana	mug
127050	gal	to-die	naue-
120367	gal	mouth	ou-
125453	gal	hot	ariri-
122673	gal	betelnut	fa
126225	gal	afternoon	tuɛ
122703	gal	betelpepper	ɛur
124281	gal	village	oup
122735	gal	lime	au
124506	gal	spear-n	tutui
122168	gal	crayfish	goi
123016	gal	tobacco	kʌs
122764	gal	kunai	imar̃
127668	gal	to-wash	laho-
120398	gal	nose	no-
124505	gal	spear-n	aur
122197	gal	louse	mi
125209	gal	small	nʌna
119153	gal	mother	ani-
127361	gal	to-swell	ditir-
122236	gal	mosquito	pepek
124720	gal	skirt	siram
120427	gal	tongue	beri-
123899	gal	mountain	manu
122267	gal	pig	fɔ
124090	gal	cloud	ʌb uhur̃
118674	gal	possessive-marker	pi-
123535	gal	vine	muri
122299	gal	meat	uhun
124960	gal	loincloth	lamɛn
120460	gal	saliva	psi-
122859	gal	sugar	sa
122327	gal	fat	muna
128016	gal	to-chop	o-
122517	gal	wallaby	waib
127735	gal	to-carry	orɛ a-
119183	gal	them	-nd-
127205	gal	to-run	gur-
122359	gal	crocodile	wagai
128381	gal	to-throw	e-
122360	gal	crocodile	pani
128048	gal	fell-tree	o-
120492	gal	tooth	au-
126804	gal	always	sʌnsʌn
122391	gal	flying-fox	mere
127083	gal	to-come	bi-
119803	gal	his	-Vg
128469	gal	to-sharpen	mete
120523	gal	chin	aga-
124840	gal	knife	pasin
119214	gal	they	(ina-g)
123195	gal	fruit	aug
119215	gal	they	(bea-g)
128849	gal	to-cry	pa-
